NP ==> DT NP|<NNP-CC-NNP> [1.94811519855E-4]
S|<VP-.> ==> VP . [1.0]
VP ==> VB VP|<PP-NP> [4.83592400691E-4]
PRN ==> : PRN|<CC-JJ-:> [0.00334448160535]
S ==> S S|<,-CC-FRAG-.> [2.11260166896E-4]
S|<NP-,-VP-.> ==> NP S|<,-VP-.> [1.0]
S|<,-CC-S-.-> ==> , S|<CC-S-.-> [1.0]
VP ==> VBN PP [0.00407599309154]
NP|<NNP-,-NNP-,-NNP> ==> NNP NP|<,-NNP-,-NNP> [1.0]
VP|<NP-PP-,-ADVP-,-PP> ==> NP VP|<PP-,-ADVP-,-PP> [1.0]
VP ==> VBP VP|<ADVP-ADJP> [4.83592400691E-4]
NP ==> NNP NP|<NNP-NNPS-NNP> [1.94811519855E-4]
S ==> NP S|<VP-.-''-''> [1.05630083448E-4]
NP ==> NP NP|<,-PP-PP-,> [3.24685866424E-5]
ADJP|<RB-ADJP> ==> RB ADJP [1.0]
PP|<PP-PP> ==> PP PP [1.0]
NP ==> DT NP|<JJ-NNS-,-NNS-CC-NN-NNS-NN> [3.24685866424E-5]
NP|<CC-JJ> ==> CC JJ [1.0]
NP|<NNP-VBG-NN> ==> NNP NP|<VBG-NN> [1.0]
VP ==> VBD VP|<PP-,-ADVP> [7.59930915371E-4]
NP|<,-NP-,-NP-,-FW> ==> , NP|<NP-,-NP-,-FW> [1.0]
NP ==> DT NP|<CD-JJ-NN-JJ-NN-NN> [3.24685866424E-5]
PRN ==> , PRN|<CC-RB-NN-,> [0.00334448160535]
NP|<PP-VP> ==> PP VP [1.0]
NP ==> JJR NP|<JJ-NNS> [1.94811519855E-4]
VP|<CC-VB-NP-ADVP> ==> CC VP|<VB-NP-ADVP> [1.0]
VP|<NP-S-:-VP> ==> NP VP|<S-:-VP> [1.0]
VP|<PRT-NP-X> ==> PRT VP|<NP-X> [1.0]
PP|<SBARQ-''> ==> SBARQ '' [1.0]
VP ==> VBG VP|<PRN-SBAR> [6.90846286701E-5]
NP ==> DT NP|<NNP-,-NNP-CC-NNP> [3.24685866424E-5]
QP|<CD-CD-CC-JJR> ==> CD QP|<CD-CC-JJR> [1.0]
S|<NP-VP-.-> ==> NP S|<VP-.-> [1.0]
NP ==> NNP NP|<NNP-NNP-NNP-NNP-,-NNP-,-NN-NN-NNS> [3.24685866424E-5]
NP ==> DT NP|<VBN-CD-NN> [6.49371732848E-5]
VP ==> VB VP|<PRT-NP-ADVP> [1.3816925734E-4]
NP ==> DT NP|<NN-``-PP-''-NN> [3.24685866424E-5]
NP ==> DT NP|<JJS-JJ-NNS> [1.2987434657E-4]
WHNP|<CC-NN> ==> CC NN [1.0]
PP|<NP-,> ==> NP , [1.0]
ADJP ==> NNP NNP [0.00242718446602]
QP ==> RB NN [0.00379746835443]
NP|<JJ-NNS-CC-NNS> ==> JJ NP|<NNS-CC-NNS> [1.0]
S ==> PP S|<,-ADVP-,-NP-VP> [1.05630083448E-4]
NP ==> QP NP|<NN-NN-NNS> [3.24685866424E-5]
VP|<NP-NP-,-VP-,-SBAR> ==> NP VP|<NP-,-VP-,-SBAR> [1.0]
WHNP ==> WP RB [0.00133155792277]
NP ==> VBN NP|<NN-SBAR> [6.49371732848E-5]
NP|<ADJP-:> ==> ADJP : [1.0]
VP|<ADVP-ADVP-,-S> ==> ADVP VP|<ADVP-,-S> [1.0]
NP|<JJS-NNS-NN> ==> JJS NP|<NNS-NN> [1.0]
NP ==> JJ NP|<NNS-POS> [1.2987434657E-4]
NP|<,-NP-,-NP-,-NP-,-NP-CC-NP> ==> , NP|<NP-,-NP-,-NP-,-NP-CC-NP> [1.0]
VP|<NP-S-SBAR> ==> NP VP|<S-SBAR> [1.0]
NP ==> NNP NP|<NNP-POS-NNP> [3.24685866424E-5]
NP|<VBG-JJ-NN-NN> ==> VBG NP|<JJ-NN-NN> [1.0]
NP ==> DT NP|<NNP-NN-SBAR> [3.24685866424E-5]
QP|<IN-PDT> ==> IN PDT [1.0]
VP|<CC-PRN-VP> ==> CC VP|<PRN-VP> [1.0]
NP ==> DT NP|<NNP-NNS-NNS> [3.24685866424E-5]
NP|<VP-,-PP-.> ==> VP NP|<,-PP-.> [1.0]
VP|<VB-NP> ==> VB NP [1.0]
ADVP ==> RBR RB [0.0064308681672]
NP ==> QP NP|<JJ-NNS> [4.54560212994E-4]
NP ==> JJ NP|<NN-NN-NNP-NNP-NNP> [3.24685866424E-5]
NP ==> DT NP|<NNP-NNS-CC-JJ-NNS-NN> [3.24685866424E-5]
ADJP ==> JJ ADJP|<CD-NN> [8.09061488673E-4]
NP ==> CD NP|<ADJP-NNS> [3.24685866424E-5]
NP ==> NNP NP|<NNP-CC-NNP> [6.16903146206E-4]
NP ==> CD NP|<,-CD-CC-CD> [9.74057599273E-5]
S|<,-ADVP-,-S> ==> , S|<ADVP-,-S> [1.0]
NP|<ADJP-CD> ==> ADJP CD [1.0]
NP|<,-CC-RB-NP> ==> , NP|<CC-RB-NP> [1.0]
NP|<.--NNP--NNP> ==> . NP|<-NNP--NNP> [1.0]
VP ==> VBP PRN [6.90846286701E-5]
NP|<CD-NN-NN-NNS> ==> CD NP|<NN-NN-NNS> [1.0]
NP ==> DT NP|<VBG-NN-NN> [2.27280106497E-4]
NP ==> PRP$ NX [1.2987434657E-4]
SBAR ==> WHADVP SBAR|<PP-S> [4.42282176028E-4]
NP|<:-ADJP> ==> : ADJP [1.0]
PP ==> IN PP|<IN-``-NP> [1.07273117357E-4]
S ==> SBAR S|<,-NP-ADVP-VP-.> [3.16890250343E-4]
NP ==> NNP NP|<CD-,-CD> [6.81840319491E-4]
NP ==> DT NP|<NN-,-SBAR> [3.24685866424E-5]
VP ==> VBG NP [0.0271502590674]
NP ==> DT NP|<JJ-JJ-NN> [0.0019156466119]
QP|<CC-CD-JJ> ==> CC QP|<CD-JJ> [1.0]
QP ==> IN QP|<TO-$-CD> [0.00126582278481]
NP|<NN-NNS-NN-CC-NNS-NN> ==> NN NP|<NNS-NN-CC-NNS-NN> [1.0]
S|<PP-VP-.> ==> PP S|<VP-.> [1.0]
VP ==> VB VP|<NP-ADVP-,-SBAR> [6.90846286701E-5]
VP|<CC-VBP-PRN-NP-PP-PP> ==> CC VP|<VBP-PRN-NP-PP-PP> [1.0]
SINV|<NP-:-.> ==> NP SINV|<:-.> [1.0]
NP|<NAC-NN> ==> NAC NN [1.0]
VP|<ADVP-,-PP> ==> ADVP VP|<,-PP> [1.0]
NP ==> NP NP|<PP-''> [3.24685866424E-5]
VP ==> VBD PRT [1.3816925734E-4]
NP ==> DT NP|<JJ-,-JJR-NN> [3.24685866424E-5]
VP|<VBP-NP-ADVP> ==> VBP VP|<NP-ADVP> [1.0]
WHNP ==> WRB JJ [0.00266311584554]
NP ==> NP NP|<CD-NN> [6.49371732848E-5]
VP|<PP-NP-PP> ==> PP VP|<NP-PP> [1.0]
S ==> S S|<,-''-PRN-,-CC-S-.-''> [1.05630083448E-4]
VP ==> VBN VP|<PP-NP-S> [6.90846286701E-5]
PRN ==> , PRN|<''-S-,> [0.0200668896321]
ADJP ==> NNP JJ [0.00485436893204]
NP ==> DT NP|<NNPS-CC-NNP-NNP> [6.49371732848E-5]
NP ==> DT NP|<``-NN-NN> [3.24685866424E-5]
VP ==> VB VP|<NP-PP-SBAR> [6.90846286701E-4]
VP|<RB-ADJP> ==> RB ADJP [1.0]
VP|<NP-:-``-SBARQ-''> ==> NP VP|<:-``-SBARQ-''> [1.0]
VP ==> VB VP|<,-ADVP> [6.90846286701E-5]
SINV|<,-''-VP-NP-S-.> ==> , SINV|<''-VP-NP-S-.> [1.0]
VP|<,-CC-ADVP-VP> ==> , VP|<CC-ADVP-VP> [1.0]
NP|<RB-NP-,-S> ==> RB NP|<NP-,-S> [1.0]
NP ==> PRP$ NP|<JJ-``-JJ-NN-''> [3.24685866424E-5]
NP|<,-NP-CC-NP-,> ==> , NP|<NP-CC-NP-,> [1.0]
S|<ADJP-NP> ==> ADJP NP [1.0]
NP ==> NNP NP|<NNP-NNP-CC-NNP-,-NNP> [3.24685866424E-5]
NP ==> PRP$ NP|<UCP-NNS> [6.49371732848E-5]
S|<''-PRN-S-,-CC-,-S-.> ==> '' S|<PRN-S-,-CC-,-S-.> [1.0]
NP|<``-NNS-''-NN> ==> `` NP|<NNS-''-NN> [1.0]
NP|<NNP-,-NN-NN-NNS> ==> NNP NP|<,-NN-NN-NNS> [1.0]
NP ==> PRP$ NP|<JJ-NNP-NNP> [3.24685866424E-5]
VP|<PP-SBAR-:-PP> ==> PP VP|<SBAR-:-PP> [1.0]
VP|<ADVP-VBD-NP-S> ==> ADVP VP|<VBD-NP-S> [1.0]
NP|<CD-,-CD-,-CD-,-CD-CC-CD> ==> CD NP|<,-CD-,-CD-,-CD-CC-CD> [1.0]
VP ==> VBN VP|<NP-,-PP-,-ADVP-,-PP> [6.90846286701E-5]
S|<:-S-,-CC-S-.> ==> : S|<S-,-CC-S-.> [1.0]
VP|<PRN-SBAR> ==> PRN SBAR [1.0]
S ==> PP S|<NP-,-NP-VP-.> [0.00137319108482]
S|<,-PRN-,-VP> ==> , S|<PRN-,-VP> [1.0]
UCP|<,-CC-PP> ==> , UCP|<CC-PP> [1.0]
S ==> S S|<:-JJ-,-S> [1.05630083448E-4]
NP|<,-JJ-NNS> ==> , NP|<JJ-NNS> [1.0]
VP ==> VBD VP|<NP-ADVP> [0.00234887737478]
NP|<NP-''-PP> ==> NP NP|<''-PP> [1.0]
NP|<PP-PP> ==> PP PP [1.0]
VP ==> VBD VP|<PP-PP-PP> [4.14507772021E-4]
NP ==> QP NP|<NN-NN> [6.49371732848E-5]
NP ==> DT NP|<CD-CD-NNS> [3.24685866424E-5]
ADVP ==> RB ADVP|<CC-RB> [0.0042872454448]
QP|<DT-CD> ==> DT CD [1.0]
S ==> NP S|<ADVP-VP> [0.0167951832682]
NP ==> NP NP|<QP-NNS> [6.49371732848E-5]
NP ==> NNP NP|<NNP-NNP-NN> [3.24685866424E-5]
NP|<,-NNS-CC-NN> ==> , NP|<NNS-CC-NN> [1.0]
NP|<CC-VBZ> ==> CC VBZ [1.0]
ADVP|<,-RB-CC-RB> ==> , ADVP|<RB-CC-RB> [1.0]
VP ==> VBD VP|<S-ADVP> [1.3816925734E-4]
VP ==> VBP VP|<S-SBAR> [6.90846286701E-5]
NP ==> PRP$ NP|<NNP-NNP-NN> [1.2987434657E-4]
WHNP ==> WDT NNS [0.00532623169108]
NP ==> QP NP|<DT-NNP-NN-NN> [3.24685866424E-5]
VP ==> VBZ VP|<``-SBAR> [6.90846286701E-5]
VP|<NP-PP-PP-,-S> ==> NP VP|<PP-PP-,-S> [1.0]
NP ==> NNP NP|<NNP-NNP-:> [3.24685866424E-5]
NP|<NNS-CC-NN-NNS-NN> ==> NNS NP|<CC-NN-NNS-NN> [1.0]
NP ==> NP NP|<,-NP-,-NP-,-NP-,-NP-,-NP-,-NP-,-NP-,-CC-NP> [3.24685866424E-5]
NP|<CC-NP-NX-POS> ==> CC NP|<NP-NX-POS> [1.0]
NP ==> NNPS NNPS [6.49371732848E-5]
S|<''-PRN-,-``-CC-S-.-''> ==> '' S|<PRN-,-``-CC-S-.-''> [1.0]
VP|<S-,-''-SBAR> ==> S VP|<,-''-SBAR> [1.0]
S ==> ADVP S|<NP-ADVP-VP-.-''> [2.11260166896E-4]
NP|<NNP-JJ-NN> ==> NNP NP|<JJ-NN> [1.0]
NP|<JJ-NN-NN-NNP> ==> JJ NP|<NN-NN-NNP> [1.0]
NP ==> DT NP|<CD-VBG-JJ-NNS> [3.24685866424E-5]
FRAG|<FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-CC-FRAG> ==> FRAG FRAG|<:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-CC-FRAG> [1.0]
NP ==> NN NN [0.00870158122017]
NP|<:-NP-,-NP-NP-,-NP> ==> : NP|<NP-,-NP-NP-,-NP> [1.0]
NP|<,-CC-ADVP-NP> ==> , NP|<CC-ADVP-NP> [1.0]
NP ==> VBG NP|<NNS-.> [3.24685866424E-5]
NP|<NN-CC-JJ-NNS-NN> ==> NN NP|<CC-JJ-NNS-NN> [1.0]
S ==> NP S|<ADVP-ADVP-VP> [1.05630083448E-4]
NP|<,-NNP-CC-NNP-NNP-NNP> ==> , NP|<NNP-CC-NNP-NNP-NNP> [1.0]
S|<JJ-,-S> ==> JJ S|<,-S> [1.0]
VP ==> ADVP VP|<VBD-S> [1.3816925734E-4]
VP ==> VBD VP|<ADVP-,-S> [1.3816925734E-4]
NP ==> DT NP|<NNP-NX> [3.24685866424E-5]
VP ==> TO VP|<ADVP-VP> [2.7633851468E-4]
NP ==> DT NP|<NN-NN-CD-ADJP-NN> [3.24685866424E-5]
NP|<,-NNP-,-NNP> ==> , NP|<NNP-,-NNP> [1.0]
S ==> S S|<CC-S-.-''> [3.16890250343E-4]
VP|<PRT-PP-PP> ==> PRT VP|<PP-PP> [1.0]
S ==> `` S|<NP-VP-.-''> [0.00348579275378]
NP|<JJ-NNP-NNP> ==> JJ NP|<NNP-NNP> [1.0]
VP ==> VB VP|<NP-NP> [0.00186528497409]
S|<,-S-,-NP-ADVP-VP-.> ==> , S|<S-,-NP-ADVP-VP-.> [1.0]
VP ==> VB VP|<ADVP-ADVP> [2.0725388601E-4]
ADJP ==> ADJP ADJP|<CC-RB-ADJP> [8.09061488673E-4]
NP|<NN-CD> ==> NN CD [1.0]
VP|<PP-``-S> ==> PP VP|<``-S> [1.0]
NP ==> DT NP|<NNP-NNS> [6.49371732848E-4]
NP|<NNP-NNP-NNP-NNPS-NNP> ==> NNP NP|<NNP-NNP-NNPS-NNP> [1.0]
NAC ==> NNP NAC|<CD-,-CD-,> [0.0196078431373]
NP|<NNP-CD-NNS-NN> ==> NNP NP|<CD-NNS-NN> [1.0]
NP ==> DT NP|<NN-NN-NN> [8.44183252703E-4]
S|<,-IN-S-.> ==> , S|<IN-S-.> [1.0]
VP ==> VBN VP|<``-ADJP> [1.3816925734E-4]
QP ==> CD QP|<CD-TO-CD-CD> [0.00126582278481]
UCP ==> NP UCP|<CC-SBAR> [0.025641025641]
NP ==> NNP : [9.74057599273E-5]
NP ==> JJ NP|<NNS-NNS> [2.92217279782E-4]
NP ==> JJ NP|<NN-VBZ> [3.24685866424E-5]
S|<,-``-NP-VP-.> ==> , S|<``-NP-VP-.> [1.0]
PP|<NP-NP> ==> NP NP [1.0]
S ==> IN S|<NP-VP> [2.11260166896E-4]
VP ==> VBD VP|<ADVP-ADVP> [2.0725388601E-4]
NP|<,-NP-,-NP-,-NP-,-NP-,-NP-,-NP-,-NP-,-CC-NP> ==> , NP|<NP-,-NP-,-NP-,-NP-,-NP-,-NP-,-NP-,-CC-NP> [1.0]
UCP ==> NP UCP|<CC-ADJP> [0.025641025641]
VP|<ADVP-ADJP-SBAR> ==> ADVP VP|<ADJP-SBAR> [1.0]
NP ==> CD NP|<JJ-NN-JJ-JJ-NNS> [3.24685866424E-5]
VP ==> NP=2 PP [1.3816925734E-4]
ADJP ==> ADJP ADJP|<,-ADJP-,-ADJP> [8.09061488673E-4]
VP ==> VB VP|<ADVP-SBAR> [3.45423143351E-4]
NP ==> DT NP|<JJ-VBG-JJ-NN> [3.24685866424E-5]
NP ==> JJ NP|<NN-CC-NN> [2.59748693139E-4]
ADJP ==> VBN SBAR [0.00323624595469]
NP ==> NP NP|<,-CC-NP> [0.0019156466119]
VP|<PP-SBAR-,-PP> ==> PP VP|<SBAR-,-PP> [1.0]
SBAR ==> IN SINV [0.00221141088014]
VP ==> VBD VP|<:-SBAR> [6.90846286701E-5]
NP|<NNP-NN-CC-NN-NNS> ==> NNP NP|<NN-CC-NN-NNS> [1.0]
S|<PP-,-PP-NP-VP> ==> PP S|<,-PP-NP-VP> [1.0]
NP ==> NP NP|<:-NP-,-NP-NP-,-NP> [3.24685866424E-5]
VP|<NP-,-SBAR-ADVP> ==> NP VP|<,-SBAR-ADVP> [1.0]
VP|<NP-SBAR-:-SBAR> ==> NP VP|<SBAR-:-SBAR> [1.0]
VP ==> VB VP|<PRT-ADVP> [6.90846286701E-5]
NP ==> NP PRN [0.00279229845125]
S|<CC-``-S-.> ==> CC S|<``-S-.> [1.0]
VP ==> VBN VP|<NP-,-SBAR> [2.7633851468E-4]
VP|<ADJP-,-S> ==> ADJP VP|<,-S> [1.0]
S ==> NP S|<``-VP> [0.00285201225309]
VP|<SBARQ-''> ==> SBARQ '' [1.0]
NP ==> `` NP|<NP-PP-''-PP> [3.24685866424E-5]
S|<SBAR-``-NP-VP-.-''> ==> SBAR S|<``-NP-VP-.-''> [1.0]
NP ==> NNP NP|<NNP-,-NNP-NNPS> [3.24685866424E-5]
S|<ADVP-VP> ==> ADVP VP [1.0]
S|<,-''-NP-,-VP-.> ==> , S|<''-NP-,-VP-.> [1.0]
NP ==> DT NP|<NNP-NNPS-NNP-NNP> [9.74057599273E-5]
NP ==> DT NP|<JJ-JJS-NN> [3.24685866424E-5]
NP|<CC-NNS-NNS-NN> ==> CC NP|<NNS-NNS-NN> [1.0]
S ==> NP S|<DT-VP-.> [2.11260166896E-4]
VP|<PRT-NP> ==> PRT NP [1.0]
S|<S-,-VP-.> ==> S S|<,-VP-.> [1.0]
VP ==> ADVP VP|<VB-NP> [2.7633851468E-4]
QP|<CD-CD-NN> ==> CD QP|<CD-NN> [1.0]
NP ==> NNP NNP [0.0403259846099]
NP ==> ADVP NP|<DT-QP--NONE-> [3.24685866424E-5]
NP|<NNP-NNP-,-PP-,> ==> NNP NP|<NNP-,-PP-,> [1.0]
SBARQ|<.-''> ==> . '' [1.0]
VP ==> VB VP|<NP-PP-SBAR-ADVP> [6.90846286701E-5]
NP ==> NAC NP|<CD-NNP-NNP> [3.24685866424E-5]
NP|<CC-NNPS-CC-NNPS> ==> CC NP|<NNPS-CC-NNPS> [1.0]
NP ==> NN NP|<NN-CC-NN> [9.74057599273E-5]
FRAG|<NP-PRN-``-S-.-''> ==> NP FRAG|<PRN-``-S-.-''> [1.0]
VP ==> VBZ VP|<ADJP-NP> [2.7633851468E-4]
NP ==> DT NP|<``-NNP-NNP-''> [3.24685866424E-5]
VP|<:-PP> ==> : PP [1.0]
VP ==> VB VP|<NP-ADVP-,-ADVP> [6.90846286701E-5]
NP ==> NP NP|<NNS-NNS> [3.24685866424E-5]
VP|<JJ-NP-PP> ==> JJ VP|<NP-PP> [1.0]
NP ==> RB NP|<QP-JJ-NNS> [3.24685866424E-5]
NP ==> JJ NP|<NN-:> [3.24685866424E-5]
VP ==> VBP S [0.00621761658031]
NP ==> NP NP|<S-NP> [3.24685866424E-5]
VP|<CC-VP-,-S> ==> CC VP|<VP-,-S> [1.0]
ADJP ==> JJR ADJP|<CC-JJR-SBAR> [8.09061488673E-4]
S|<,-ADVP-VP-.> ==> , S|<ADVP-VP-.> [1.0]
NP|<NP-,-SBAR> ==> NP NP|<,-SBAR> [1.0]
VP ==> VBG VP|<NP-:-S> [1.3816925734E-4]
QP|<JJ-CD> ==> JJ CD [1.0]
NP|<NN-NN-,> ==> NN NP|<NN-,> [1.0]
NP ==> PRP$ NP|<CD-JJ-NN-NNS> [3.24685866424E-5]
VP ==> VBG VP|<PP-NP> [1.3816925734E-4]
NP ==> NN NP|<NN-CC-VBG-NN> [3.24685866424E-5]
NP|<NN-NNP-NNP-CC-NNP-NNPS-NNP> ==> NN NP|<NNP-NNP-CC-NNP-NNPS-NNP> [1.0]
VP|<''-CC-VP> ==> '' VP|<CC-VP> [1.0]
NP|<,-NP-PP-,> ==> , NP|<NP-PP-,> [1.0]
VP|<ADJP-,-ADVP> ==> ADJP VP|<,-ADVP> [1.0]
NP ==> CD NP|<JJ-,-JJ-NNS> [3.24685866424E-5]
VP ==> VBG VP|<S-SBAR> [1.3816925734E-4]
SINV ==> CC SINV|<ADVP-VP-NP-.> [0.0050]
QP ==> IN QP|<JJS-$-CD-CD> [0.00253164556962]
ADJP ==> QP ADJP|<RB-JJ> [8.09061488673E-4]
VP ==> VB VP|<PRT-NP-S> [1.3816925734E-4]
NP|<``-JJ-NNS-''> ==> `` NP|<JJ-NNS-''> [1.0]
NP|<:-SBARQ-.-''> ==> : NP|<SBARQ-.-''> [1.0]
NP ==> NN NP|<NN-CC-VBZ> [3.24685866424E-5]
NX ==> NN NX|<JJ-NN> [0.00729927007299]
VP|<ADJP-,-ADVP-,-SBAR> ==> ADJP VP|<,-ADVP-,-SBAR> [1.0]
NP ==> NNS NP|<CC-NN-NN> [9.74057599273E-5]
VP ==> VBD SBAR [0.0444905008636]
ADJP ==> ADVP VBN [0.00323624595469]
FRAG ==> NP FRAG|<,-VP> [0.0384615384615]
ADJP|<,-PP-,-ADJP> ==> , ADJP|<PP-,-ADJP> [1.0]
NP|<ADJP-,-PP-PP-.> ==> ADJP NP|<,-PP-PP-.> [1.0]
NP ==> DT NP|<JJ-JJ-NN-NN> [6.16903146206E-4]
NP|<NN-NNP-NNP-CD> ==> NN NP|<NNP-NNP-CD> [1.0]
NP ==> NP NP|<,-CC-NP-,> [0.00120133770577]
NP ==> PRP$ NP|<NNP-NNP-NNP> [1.62342933212E-4]
VP ==> VBZ VP|<''-PP> [6.90846286701E-5]
NX|<NX-,-NX-,-NX-CC-NX> ==> NX NX|<,-NX-,-NX-CC-NX> [1.0]
NP ==> DT NP|<DT-JJ-NNS> [3.24685866424E-5]
NP ==> NP NP|<,-RB-S> [3.24685866424E-5]
NP ==> NP NP|<,-RB-NP> [9.74057599273E-5]
NP ==> NP NP|<NNP-NNS-,-NN-,-NNS-CC-NN-NNS> [3.24685866424E-5]
VP|<S-ADVP> ==> S ADVP [1.0]
VP ==> VBD VP|<ADJP-PP-PRN-SBAR> [6.90846286701E-5]
SINV|<NP-``-S-.> ==> NP SINV|<``-S-.> [1.0]
S|<``-S-,-''-NP-VP-.> ==> `` S|<S-,-''-NP-VP-.> [1.0]
NP ==> NP NP|<,-NP-,-SBAR-,> [6.49371732848E-5]
NP ==> DT NP|<VBN-NNP-NN-NN> [3.24685866424E-5]
SBAR ==> SBAR SBAR|<:-NN-SBAR> [4.42282176028E-4]
NP ==> DT NP|<CD-NNP-IN-NNP-NNP-IN-NNP> [3.24685866424E-5]
FRAG ==> NP . [0.00961538461538]
S|<''-''-CC-S> ==> '' S|<''-CC-S> [1.0]
SQ|<NP-''-VP> ==> NP SQ|<''-VP> [1.0]
FRAG|<:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-.> ==> : FRAG|<FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-.> [1.0]
VP|<ADVP-RB-VP> ==> ADVP VP|<RB-VP> [1.0]
VP ==> VBD VP|<NP-PP-PP-NP-PP> [6.90846286701E-5]
VP|<VP-:-VP> ==> VP VP|<:-VP> [1.0]
NP ==> `` NP|<NP-,-''-NP> [2.27280106497E-4]
ADJP|<CC-JJ-PP> ==> CC ADJP|<JJ-PP> [1.0]
NP|<NNP-NNP-:> ==> NNP NP|<NNP-:> [1.0]
NP|<CC-RB-NP> ==> CC NP|<RB-NP> [1.0]
FRAG ==> FRAG FRAG|<:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-CC-FRAG> [0.00961538461538]
SINV|<VP-NP-PP-.> ==> VP SINV|<NP-PP-.> [1.0]
NP ==> ADJP NP|<NNP-NNS> [6.49371732848E-5]
NP ==> QP NN [0.00275982986461]
FRAG ==> PP FRAG|<:-NP-.> [0.0192307692308]
ADJP ==> DT ADJP|<ADJP-CC-ADJP> [8.09061488673E-4]
VP ==> VB NP [0.0598272884283]
NP|<NNP-NNP-NNP-NNS> ==> NNP NP|<NNP-NNP-NNS> [1.0]
NP|<NN-CD-NN-NN> ==> NN NP|<CD-NN-NN> [1.0]
ADJP ==> CD NN [0.0461165048544]
ADJP|<CC-ADJP> ==> CC ADJP [1.0]
VP|<CC-VP-NP-PRN-PP> ==> CC VP|<VP-NP-PRN-PP> [1.0]
S|<PRN-ADVP-VP-.-''> ==> PRN S|<ADVP-VP-.-''> [1.0]
VP|<MD-VP> ==> MD VP [1.0]
VP ==> VB VP|<ADJP-,-PP> [6.90846286701E-5]
ADJP|<RB-VBN-''> ==> RB ADJP|<VBN-''> [1.0]
NP ==> DT NP|<ADJP-,-ADJP-NN-NN> [3.24685866424E-5]
NP ==> DT NP|<JJ-VBG> [6.49371732848E-5]
VP|<ADVP-,-SBAR> ==> ADVP VP|<,-SBAR> [1.0]
S ==> S S|<PRN-CC-S-.> [1.05630083448E-4]
NP|<NN-CC-NN-NNS-NN> ==> NN NP|<CC-NN-NNS-NN> [1.0]
VP ==> VBZ SQ [6.90846286701E-5]
VP|<NP-ADVP-S> ==> NP VP|<ADVP-S> [1.0]
NP ==> DT NP|<NNP-CD-NNS> [6.49371732848E-5]
ADVP ==> DT DT [5.359056806E-4]
ADJP ==> RB ADJP|<JJ-S> [0.00323624595469]
NP ==> CD NP|<NNS-CC-NNS> [3.24685866424E-5]
S ==> S S|<''-VP-.> [1.05630083448E-4]
NP ==> NP NP|<,-NP-,-NP-,-NP-,-NP-,-NP-,-NP-CC-NP> [3.24685866424E-5]
VP|<SBAR-S> ==> SBAR S [1.0]
VP|<,-PP-:-S> ==> , VP|<PP-:-S> [1.0]
S ==> S S|<,-CC-S-.-''> [3.16890250343E-4]
VP|<,-PP> ==> , PP [1.0]
VP|<,-``-SBAR> ==> , VP|<``-SBAR> [1.0]
NP|<ADJP-NAC-NN> ==> ADJP NP|<NAC-NN> [1.0]
S ==> NP S|<INTJ-NP-VP> [1.05630083448E-4]
NP ==> JJ NP|<JJ-NNS> [0.0032143900776]
UCP|<ADVP-CC-PP> ==> ADVP UCP|<CC-PP> [1.0]
VP|<DT-VP> ==> DT VP [1.0]
NP|<,-NN-CC-VBG> ==> , NP|<NN-CC-VBG> [1.0]
S|<''-''-NP-VP-.> ==> '' S|<''-NP-VP-.> [1.0]
VP ==> VB VP|<NP-PP-,-PP-,-PP-SBAR> [6.90846286701E-5]
SINV|<NP-VP> ==> NP VP [1.0]
VP|<CC-VP-NP> ==> CC VP|<VP-NP> [1.0]
NP ==> UCP NNS [6.49371732848E-5]
NP|<JJS-NNS> ==> JJS NNS [1.0]
PRN ==> , PRN|<CC-PP> [0.00334448160535]
VP ==> VBZ VP|<,-``-S> [2.0725388601E-4]
NP|<,-NNP-CC-NNP-NNP-NNS> ==> , NP|<NNP-CC-NNP-NNP-NNS> [1.0]
NP ==> JJ NP|<NNP-JJ-NNS> [3.24685866424E-5]
NP|<NN-VBG-NN> ==> NN NP|<VBG-NN> [1.0]
NP|<NNP-CC-NNP-,-NNP> ==> NNP NP|<CC-NNP-,-NNP> [1.0]
VP|<,-CC-RB-VP> ==> , VP|<CC-RB-VP> [1.0]
FRAG|<:-FRAG-:-NP-:-FRAG-:-FRAG-:-FRAG-.> ==> : FRAG|<FRAG-:-NP-:-FRAG-:-FRAG-:-FRAG-.> [1.0]
ADJP ==> VBN ADJP|<CC-JJ> [8.09061488673E-4]
NP ==> DT NX [3.24685866424E-4]
S|<S-:-S> ==> S S|<:-S> [1.0]
NP ==> NP NP|<JJ-NN-NN> [5.84434559564E-4]
VP|<PP-PRN-SBAR> ==> PP VP|<PRN-SBAR> [1.0]
VP ==> VBZ VP|<PRT-PP> [2.7633851468E-4]
